,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Grimes County, Texas: Summary level: 050, state:48> county:185",54.4,45.6,71.9,16.7,0.4,0.6,0.0,21.4,60.5,8716,10.2,5.3,13.0,12.2,13.7,16.7,12.3,11.8,2.3,2.6,10.3,2.68,77.5,11.0,23.9,76.1,26564,77.4,14.3,48.1,51.6,5.6,12.9,13.4,15.5,7.6,5.7,8.7,4.1,1.5,Grimes
"Collin County, Texas: Summary level: 050, state:48> county:085",49.2,50.8,74.5,8.4,0.5,11.4,0.1,14.7,63.0,283025,3.5,2.2,5.5,7.0,10.7,16.2,13.9,20.9,10.1,10.0,5.4,2.77,93.1,49.0,30.5,69.5,788580,71.6,7.9,69.1,73.1,5.1,14.0,17.4,15.1,5.5,4.3,5.0,2.1,0.7,Collin
"Angelina County, Texas: Summary level: 050, state:48> county:005",49.0,51.0,78.9,15.6,0.5,0.5,0.0,19.8,63.2,30846,8.0,8.0,13.1,14.4,16.8,16.2,10.5,8.1,2.7,2.1,13.7,2.7,78.5,15.1,32.0,68.0,86550,73.3,13.7,54.7,59.4,6.5,12.5,12.8,13.5,5.7,5.9,7.5,4.4,1.8,Angelina
"Cottle County, Texas: Summary level: 050, state:48> county:101",45.8,54.3,78.4,13.6,0.5,0.1,0.0,12.2,69.3,719,6.4,11.4,13.9,18.9,17.4,16.8,6.4,7.1,0.4,1.3,10.1,2.19,79.6,16.8,20.7,79.3,1600,78.9,26.6,53.3,54.2,3.7,8.4,7.4,14.6,8.8,7.9,12.2,12.1,2.4,Cottle
"Hays County, Texas: Summary level: 050, state:48> county:209",49.8,50.2,79.2,3.3,0.5,1.3,0.0,35.4,58.4,54543,8.1,5.4,9.9,8.2,12.1,17.1,12.8,15.8,5.9,4.8,9.0,2.75,88.5,36.0,32.6,67.4,158464,75.6,8.6,60.9,65.8,12.5,13.5,12.8,12.5,5.5,4.6,5.2,2.6,0.8,Hays
"Brazoria County, Texas: Summary level: 050, state:48> county:039",50.8,49.2,75.0,12.2,0.5,5.4,0.0,27.7,53.1,105920,4.8,3.8,8.4,8.2,12.0,17.3,13.9,18.8,7.3,5.4,8.2,2.85,85.1,26.8,25.5,74.5,313813,72.4,9.7,61.2,65.3,5.7,13.9,15.2,14.8,5.9,4.7,5.8,2.7,1.2,Brazoria
"Donley County, Texas: Summary level: 050, state:48> county:129",49.8,50.2,93.1,4.8,0.3,0.8,0.7,8.7,84.8,1348,5.7,5.7,18.0,13.5,11.2,21.7,13.1,6.2,3.0,1.7,8.8,2.48,83.3,19.0,29.2,70.8,3652,79.2,21.2,52.8,54.1,5.8,8.0,10.6,12.5,6.5,6.8,11.4,7.1,2.7,Donley
"Atascosa County, Texas: Summary level: 050, state:48> county:013",49.4,50.6,80.7,0.6,0.6,0.2,0.0,62.0,36.1,14995,9.2,5.4,12.6,12.0,15.0,18.4,11.6,11.2,2.8,1.7,14.0,2.98,73.7,13.1,23.6,76.4,45091,71.4,12.8,55.2,61.4,5.9,11.4,12.5,13.9,6.1,5.9,7.4,4.2,1.3,Atascosa
"Nolan County, Texas: Summary level: 050, state:48> county:353",49.7,50.3,83.6,4.0,0.6,0.1,0.0,33.9,60.1,5709,10.4,7.6,12.9,14.0,16.6,18.7,7.7,8.3,1.5,2.2,14.1,2.56,77.2,13.7,31.8,68.2,15104,75.2,16.2,58.1,62.8,7.3,10.3,12.3,13.1,6.6,6.1,9.5,4.6,2.1,Nolan
"Hudspeth County, Texas: Summary level: 050, state:48> county:229",50.5,49.5,91.7,1.9,0.0,0.6,0.0,79.2,18.6,1097,17.1,16.2,21.6,13.0,12.5,7.0,5.4,5.4,0.7,1.0,35.3,2.97,53.4,9.6,17.3,82.7,3407,70.9,14.1,47.7,52.1,4.7,11.8,12.4,12.4,7.5,4.8,8.4,4.5,1.1,Hudspeth
"Ward County, Texas: Summary level: 050, state:48> county:475",49.2,50.8,86.2,5.4,0.8,0.3,0.0,48.2,45.8,3934,9.8,10.1,11.8,10.4,15.8,17.9,9.0,9.8,2.3,3.0,17.5,2.65,71.0,11.5,24.4,75.6,10705,72.1,14.4,54.8,57.7,5.6,11.5,11.7,13.6,6.8,5.2,7.3,4.7,2.3,Ward
"Harrison County, Texas: Summary level: 050, state:48> county:203",49.1,50.9,73.6,22.7,0.1,0.6,0.0,11.0,64.9,23147,9.5,6.3,10.3,11.4,15.0,17.4,11.7,12.4,3.4,2.5,13.0,2.76,85.0,18.2,26.9,73.1,65958,74.4,13.5,56.8,61.8,7.0,12.1,12.4,14.2,6.7,5.8,7.7,4.2,1.6,Harrison
"Menard County, Texas: Summary level: 050, state:48> county:327",49.4,50.6,94.4,1.1,0.4,0.0,0.0,29.9,66.8,869,14.4,9.4,15.1,11.0,19.4,12.4,8.4,4.1,1.6,4.0,12.0,2.51,79.2,18.7,28.3,71.7,2232,75.9,22.7,52.8,58.5,2.8,11.9,9.2,11.7,4.6,8.6,11.1,5.8,5.8,Menard
"Fayette County, Texas: Summary level: 050, state:48> county:149",49.1,50.9,90.2,7.2,0.0,0.1,0.0,18.6,73.7,10470,6.0,7.1,15.6,11.1,13.8,21.3,9.7,9.2,2.1,4.2,10.1,2.28,80.9,17.6,23.9,76.1,24557,78.1,22.0,58.9,60.4,4.3,9.2,10.3,15.6,7.7,7.1,11.2,7.4,3.4,Fayette
"Williamson County, Texas: Summary level: 050, state:48> county:491",49.2,50.8,81.8,6.3,0.3,5.0,0.0,23.2,63.6,151352,3.1,2.2,6.1,7.9,13.2,20.5,16.9,19.3,6.6,4.1,4.9,2.79,92.1,37.6,31.8,68.2,426296,71.5,9.1,66.7,71.9,5.3,15.0,16.7,13.7,5.0,4.5,5.5,2.6,1.0,Williamson
"Hutchinson County, Texas: Summary level: 050, state:48> county:233",49.8,50.2,88.3,2.9,1.0,0.4,0.1,20.1,73.8,8318,6.9,6.6,11.3,12.0,16.7,18.9,11.4,11.7,3.1,1.5,11.5,2.6,83.3,14.5,21.0,79.0,21992,73.8,14.9,55.6,60.1,5.4,12.5,12.1,14.0,7.1,5.3,7.7,5.5,1.7,Hutchinson
"Morris County, Texas: Summary level: 050, state:48> county:343",48.1,51.9,70.4,23.0,0.2,0.0,0.0,7.9,66.8,5028,11.1,8.7,16.1,9.9,14.7,18.4,10.6,6.6,1.9,2.0,14.2,2.52,81.7,14.9,25.1,74.9,12914,76.9,20.0,46.8,52.4,5.0,10.9,10.5,14.4,6.9,6.4,10.6,6.1,3.3,Morris
"Orange County, Texas: Summary level: 050, state:48> county:361",49.5,50.5,87.4,8.8,0.6,1.1,0.0,5.9,82.9,31105,8.3,5.7,11.0,11.6,14.1,18.4,12.8,11.6,4.4,2.1,12.2,2.62,86.4,12.2,22.7,77.3,82306,75.0,14.0,53.4,58.6,6.2,11.7,13.1,15.2,6.8,5.5,8.0,4.7,1.4,Orange
"Winkler County, Texas: Summary level: 050, state:48> county:495",50.9,49.1,89.6,2.8,1.1,0.4,0.0,54.0,42.7,2672,8.5,7.7,10.4,10.0,17.1,22.6,8.5,11.3,2.4,1.4,11.9,2.62,67.1,8.1,18.4,81.6,7137,70.3,12.0,59.6,61.7,6.6,12.2,12.0,14.2,5.1,5.6,6.5,4.2,1.2,Winkler
"Harris County, Texas: Summary level: 050, state:48> county:201",49.8,50.2,62.5,18.9,0.4,6.3,0.1,40.7,33.0,1412895,6.9,4.9,10.9,10.8,13.6,17.5,11.7,12.5,5.2,6.0,14.6,2.88,78.3,28.1,43.0,57.0,4101752,72.1,8.3,63.1,68.8,7.3,16.2,14.4,13.4,5.5,4.3,4.8,2.4,1.0,Harris
"Burnet County, Texas: Summary level: 050, state:48> county:053",49.3,50.7,94.1,2.0,0.6,0.4,0.1,20.1,76.2,16648,5.6,5.0,13.2,12.9,14.4,21.2,11.6,10.0,3.2,2.9,10.2,2.53,85.6,22.0,26.2,73.8,42946,77.1,19.1,54.3,57.9,4.6,10.5,11.5,14.7,7.0,7.2,10.7,6.2,2.2,Burnet
"Gillespie County, Texas: Summary level: 050, state:48> county:171",48.5,51.5,96.3,0.3,0.3,0.2,0.1,20.1,78.2,10694,4.4,5.0,10.5,11.6,14.1,23.0,14.0,10.1,4.1,3.3,5.2,2.27,87.5,28.0,25.1,74.9,24777,80.2,26.6,57.0,60.0,4.7,7.9,10.0,13.9,8.1,7.7,13.4,9.8,3.4,Gillespie
"Dallas County, Texas: Summary level: 050, state:48> county:113",49.5,50.5,57.5,22.0,0.4,5.1,0.1,38.2,33.1,849874,7.1,5.1,11.6,11.9,14.9,18.4,10.8,11.1,4.1,4.9,15.3,2.76,77.1,28.1,46.7,53.3,2379214,72.5,8.8,62.7,68.7,7.2,16.2,14.5,13.4,5.2,4.3,5.0,2.8,1.1,Dallas
"Guadalupe County, Texas: Summary level: 050, state:48> county:187",49.2,50.8,84.3,6.3,0.3,1.6,0.1,35.8,54.6,45411,4.7,4.1,8.6,8.0,12.4,20.5,17.0,16.6,5.6,2.6,7.7,2.87,86.6,25.3,22.0,78.0,131945,72.7,11.8,62.0,66.4,5.7,12.1,14.3,14.7,5.9,5.2,6.9,3.8,1.1,Guadalupe
"McMullen County, Texas: Summary level: 050, state:48> county:311",59.9,40.1,96.1,0.0,0.9,0.0,0.0,41.8,56.9,289,5.5,12.8,18.0,11.1,13.5,21.5,6.9,10.7,0.0,0.0,18.2,2.41,75.9,6.6,19.0,81.0,696,90.1,22.7,65.7,66.1,6.0,17.5,11.1,17.4,4.3,2.9,13.4,8.6,0.7,McMullen
"Young County, Texas: Summary level: 050, state:48> county:503",49.3,50.7,92.6,1.3,0.5,0.0,0.0,16.3,80.5,7209,6.5,6.2,14.9,15.4,12.4,19.8,9.8,8.3,3.0,3.8,10.9,2.51,79.9,15.4,31.3,68.7,18368,75.8,18.4,57.9,60.7,4.8,11.5,10.6,14.8,8.7,4.8,9.2,6.6,2.6,Young
"Johnson County, Texas: Summary level: 050, state:48> county:251",50.1,49.9,92.3,2.6,0.5,0.7,0.2,18.1,76.5,51776,4.6,3.5,9.0,10.5,15.5,21.0,14.8,14.3,4.3,2.4,8.1,2.87,82.6,15.8,25.0,75.0,151174,72.9,11.6,59.5,64.7,5.9,12.6,13.7,14.8,6.7,4.8,7.1,3.4,1.1,Johnson
"Hopkins County, Texas: Summary level: 050, state:48> county:223",49.4,50.6,86.9,7.9,0.7,0.6,0.0,15.1,75.5,13262,8.3,7.2,12.0,12.5,17.8,19.7,10.0,7.6,3.0,2.0,14.7,2.59,79.1,15.2,28.0,72.0,35088,74.7,15.8,56.6,61.4,5.5,11.3,12.6,14.3,6.1,6.4,8.8,5.1,1.9,Hopkins
"Ochiltree County, Texas: Summary level: 050, state:48> county:357",50.9,49.1,77.3,0.7,1.0,0.3,0.0,48.8,49.4,3732,4.8,9.1,13.4,9.5,11.7,18.7,13.7,15.0,2.1,1.9,17.4,2.74,69.5,13.7,28.1,71.9,10314,68.2,10.7,62.3,67.3,6.0,15.3,12.5,12.7,4.8,4.3,6.1,3.1,1.6,Ochiltree
"Knox County, Texas: Summary level: 050, state:48> county:275",49.2,50.8,83.8,7.1,0.2,0.0,0.0,30.1,62.8,1598,12.7,10.8,17.1,11.3,15.1,16.7,8.8,5.5,1.1,0.7,19.6,2.23,77.5,12.6,34.6,65.4,3713,75.0,21.4,54.3,57.6,3.6,13.1,11.9,12.7,5.5,5.5,9.6,7.2,4.6,Knox
"McLennan County, Texas: Summary level: 050, state:48> county:309",48.6,51.4,77.5,14.7,0.5,1.4,0.0,23.6,58.9,83966,10.8,6.8,12.9,12.4,14.4,16.8,10.6,10.0,3.0,2.2,15.1,2.69,81.8,21.8,39.9,60.1,234626,74.7,12.5,57.6,62.1,10.1,12.8,11.4,12.8,6.0,4.7,6.5,4.1,2.0,McLennan
"Concho County, Texas: Summary level: 050, state:48> county:095",68.0,32.0,90.5,0.7,0.2,0.4,0.0,53.2,45.6,918,9.3,7.5,12.6,10.5,9.8,20.0,14.9,8.3,6.0,1.1,17.6,2.99,72.4,11.4,19.8,80.2,4073,85.7,14.3,34.4,36.9,2.6,18.7,23.3,13.4,7.8,4.2,9.1,3.5,1.6,Concho
"Edwards County, Texas: Summary level: 050, state:48> county:137",48.6,51.4,96.0,0.2,0.0,0.0,0.0,55.7,44.1,854,10.4,5.7,15.8,12.5,19.1,16.2,8.2,9.4,0.7,2.0,11.7,2.34,71.2,23.3,11.6,88.4,2023,80.8,20.9,57.5,65.0,5.0,7.3,12.1,16.2,6.7,6.4,12.8,5.1,2.9,Edwards
"Eastland County, Texas: Summary level: 050, state:48> county:133",48.9,51.1,92.0,2.0,0.2,0.1,0.2,14.6,81.8,7145,12.8,8.1,14.8,14.2,15.7,14.8,10.6,5.8,0.8,2.4,17.8,2.46,80.5,17.0,28.8,71.2,18519,77.5,20.2,47.5,49.6,6.2,9.8,10.8,13.1,7.1,6.1,11.0,6.4,2.8,Eastland
"Jeff Davis County, Texas: Summary level: 050, state:48> county:243",51.4,48.6,89.9,0.1,1.9,0.1,0.1,44.5,53.0,879,4.7,1.0,11.6,20.9,13.4,28.0,3.8,10.0,3.4,3.2,3.5,2.56,82.1,30.6,21.3,78.7,2319,82.8,27.6,55.3,58.7,4.0,4.7,10.6,16.7,7.8,6.6,17.0,6.2,4.4,Jeff
"Jim Hogg County, Texas: Summary level: 050, state:48> county:247",54.9,45.1,92.3,1.5,1.4,0.0,0.0,93.4,3.0,1784,10.1,5.7,14.8,15.1,17.8,17.6,12.7,3.7,0.0,2.5,10.9,2.92,63.5,9.8,28.1,71.9,5257,76.7,15.4,57.9,63.6,14.5,6.6,13.2,10.9,4.8,8.4,9.6,4.2,1.6,Jim
"Montgomery County, Texas: Summary level: 050, state:48> county:339",49.6,50.4,87.7,4.1,0.4,2.2,0.1,20.7,71.2,160190,4.3,4.0,8.7,9.0,12.2,17.6,13.4,15.3,7.2,8.3,9.5,2.85,85.8,30.1,26.5,73.5,458339,72.4,10.5,61.9,66.5,5.6,12.9,14.4,15.0,6.2,5.4,6.5,3.0,1.0,Montgomery
"Dimmit County, Texas: Summary level: 050, state:48> county:127",48.3,51.7,93.2,0.6,0.1,0.1,0.0,85.8,13.9,3428,14.1,15.9,13.0,9.0,12.2,19.5,8.4,4.7,2.5,0.6,22.2,2.89,59.0,9.2,29.7,70.3,10054,69.9,14.8,52.2,58.2,7.2,9.6,11.0,13.3,6.4,5.2,8.2,3.6,3.0,Dimmit
"Webb County, Texas: Summary level: 050, state:48> county:479",48.5,51.5,93.1,0.3,0.3,0.8,0.0,95.6,3.5,67003,11.4,7.9,14.0,12.7,15.2,16.5,9.1,9.0,2.4,1.7,25.8,3.69,64.1,16.9,36.3,63.7,250320,64.9,7.9,56.4,60.6,7.5,13.9,13.6,10.9,4.0,3.6,4.4,2.4,1.0,Webb
"Armstrong County, Texas: Summary level: 050, state:48> county:011",48.8,51.2,94.3,1.0,0.6,0.0,0.1,10.2,87.1,668,8.2,6.6,6.0,11.5,10.2,22.5,16.8,14.2,3.6,0.4,5.3,2.61,87.7,23.6,23.1,76.9,1820,78.1,23.4,54.4,57.2,5.5,9.2,11.2,12.5,6.6,7.3,12.5,8.0,3.0,Armstrong
"Castro County, Texas: Summary level: 050, state:48> county:069",50.8,49.2,83.1,2.6,0.5,0.3,0.1,59.6,34.2,2597,6.4,12.0,15.1,16.2,18.8,15.7,6.9,6.3,2.0,0.7,18.6,3.04,67.3,13.6,31.9,68.1,7984,69.0,13.6,57.9,60.3,6.4,11.6,11.2,13.0,6.8,4.2,6.1,6.2,1.4,Castro
"Kleberg County, Texas: Summary level: 050, state:48> county:273",50.8,49.2,85.9,3.9,0.4,2.3,0.1,70.1,23.2,11024,14.5,6.1,14.6,11.5,12.4,15.6,12.9,9.1,1.3,2.0,17.3,2.72,74.7,22.5,41.8,58.2,31925,75.4,11.4,52.5,58.3,13.4,13.9,10.6,10.9,4.6,5.1,6.4,3.5,1.5,Kleberg
"Cooke County, Texas: Summary level: 050, state:48> county:097",49.7,50.3,89.3,2.9,1.0,0.7,0.0,15.6,78.4,14489,6.8,7.3,11.2,10.4,14.6,19.3,14.3,10.3,3.2,2.8,11.1,2.6,82.6,17.4,30.1,69.9,38427,74.4,16.0,59.8,65.4,6.4,10.8,11.4,13.8,6.4,6.9,9.0,5.5,1.5,Cooke
"Crosby County, Texas: Summary level: 050, state:48> county:107",48.9,51.1,88.9,3.4,0.1,0.0,0.2,52.5,42.9,2195,10.0,8.2,15.9,13.6,16.1,17.4,8.9,6.2,2.0,1.6,20.5,2.73,69.9,13.1,32.2,67.8,6100,71.0,17.1,55.5,59.4,5.0,11.2,10.4,13.0,6.9,5.3,9.4,5.3,2.4,Crosby
"Fisher County, Texas: Summary level: 050, state:48> county:151",50.5,49.5,82.5,4.5,0.9,0.0,0.0,27.8,66.5,1484,6.1,6.8,15.9,12.7,16.2,21.0,10.0,9.2,0.7,1.4,12.8,2.61,82.2,15.6,24.1,75.9,3963,76.9,21.8,56.0,60.4,7.4,9.4,11.4,13.0,7.2,4.7,12.2,6.3,3.3,Fisher
"Duval County, Texas: Summary level: 050, state:48> county:131",52.0,48.0,91.0,1.4,0.7,0.1,0.1,88.1,10.5,3843,10.3,9.4,18.6,11.5,17.9,12.4,10.6,7.3,0.7,1.4,17.7,2.89,64.4,7.4,25.6,74.4,11821,75.1,16.4,52.4,56.9,7.9,11.9,11.2,13.4,5.7,5.6,9.5,5.6,1.3,Duval
"Blanco County, Texas: Summary level: 050, state:48> county:031",50.6,49.4,93.3,0.9,2.4,0.1,0.0,18.7,78.6,4104,4.2,4.2,11.4,12.2,21.3,11.5,13.5,13.9,4.6,3.2,6.6,2.5,88.6,27.7,20.2,79.8,10425,78.5,18.7,57.2,62.3,3.7,8.9,11.5,16.4,6.6,10.7,11.2,5.0,2.4,Blanco
"Jasper County, Texas: Summary level: 050, state:48> county:241",49.2,50.8,79.7,16.6,0.6,0.7,0.1,5.7,75.3,13722,10.6,7.3,14.1,12.3,15.7,14.4,13.7,8.4,2.3,1.1,13.0,2.53,82.9,11.8,21.8,78.2,35703,75.1,16.6,47.3,52.3,4.9,11.4,12.4,14.0,7.0,6.3,9.4,5.9,1.4,Jasper
"Jefferson County, Texas: Summary level: 050, state:48> county:245",51.1,48.9,55.3,33.5,0.3,3.4,0.0,17.0,44.6,92754,9.4,7.3,13.2,11.2,14.5,16.7,10.9,10.6,3.4,2.8,16.4,2.53,82.2,18.1,35.5,64.5,251627,76.0,12.8,52.2,58.0,7.7,14.1,12.5,14.6,6.2,5.2,6.4,4.6,1.7,Jefferson
"Kinney County, Texas: Summary level: 050, state:48> county:271",52.3,47.7,95.7,1.8,1.0,1.0,0.0,57.6,39.9,1185,9.3,7.7,22.0,12.4,13.0,17.9,13.9,0.4,2.9,0.5,21.9,2.87,72.5,16.0,18.4,81.6,3574,76.9,19.1,39.7,45.2,3.9,10.4,9.2,12.4,9.5,10.4,10.8,7.3,1.0,Kinney
"Oldham County, Texas: Summary level: 050, state:48> county:359",48.4,51.6,91.1,1.0,0.6,0.6,0.2,10.5,82.9,727,3.3,9.1,13.1,9.4,13.3,26.3,7.8,9.6,5.8,2.3,7.6,2.38,81.5,24.2,27.8,72.2,2048,70.3,15.3,59.6,63.6,4.5,10.8,11.9,13.9,7.2,5.6,9.8,3.1,2.4,Oldham
"Lamb County, Texas: Summary level: 050, state:48> county:279",49.6,50.4,89.5,4.1,0.4,0.2,0.0,52.0,42.9,4890,7.8,7.5,17.0,17.3,16.7,13.6,7.7,8.6,2.7,1.1,17.3,2.81,72.4,13.8,27.2,72.8,13996,70.6,16.0,56.3,62.0,6.1,11.2,11.2,12.8,4.8,6.0,8.2,5.5,2.3,Lamb
"Lipscomb County, Texas: Summary level: 050, state:48> county:295",51.4,48.6,82.8,0.6,2.2,1.3,0.1,28.5,67.3,1129,3.9,5.5,9.5,10.6,11.6,26.4,14.3,13.5,1.8,2.9,8.4,2.9,81.0,20.5,29.1,70.9,3324,72.1,13.8,65.3,67.5,5.6,11.6,12.4,14.7,6.0,4.9,7.9,4.5,1.4,Lipscomb
"McCulloch County, Texas: Summary level: 050, state:48> county:307",49.4,50.6,90.8,1.1,3.3,0.5,0.0,30.2,66.8,3053,5.8,8.1,18.7,15.0,17.3,11.5,11.4,8.0,0.5,3.8,15.2,2.67,81.3,19.2,20.7,79.3,8281,75.3,18.5,56.4,58.4,4.5,9.9,12.1,12.0,7.7,8.0,10.0,6.4,2.1,McCulloch
"Mason County, Texas: Summary level: 050, state:48> county:319",51.1,48.9,98.8,0.0,0.3,0.0,0.0,21.3,78.4,1690,8.6,9.3,11.2,12.7,17.0,10.9,7.8,10.8,4.8,6.9,9.4,2.35,81.1,28.4,15.3,84.7,3978,80.0,27.6,55.8,59.4,6.1,7.4,10.4,10.4,9.3,7.8,16.9,7.7,3.1,Mason
"Dickens County, Texas: Summary level: 050, state:48> county:125",53.9,46.1,86.8,5.5,0.2,0.0,0.0,27.5,67.4,875,12.3,12.5,11.5,14.9,10.7,14.5,15.2,5.7,0.5,2.2,15.9,2.32,75.6,13.3,18.2,81.8,2399,81.3,18.4,44.4,46.9,4.7,11.1,12.6,15.9,10.8,5.3,10.5,4.3,3.5,Dickens
"Lee County, Texas: Summary level: 050, state:48> county:287",50.2,49.8,84.2,11.3,0.2,0.0,0.0,22.2,65.3,6026,6.3,5.5,11.6,10.3,15.1,20.5,12.8,13.0,3.0,1.7,8.8,2.65,80.7,12.9,24.7,75.3,16591,74.2,16.3,56.9,60.3,5.3,9.8,12.5,15.1,6.7,5.4,8.6,6.0,1.7,Lee
"Tarrant County, Texas: Summary level: 050, state:48> county:439",49.1,50.9,70.2,14.9,0.5,4.7,0.2,26.7,51.8,651877,5.8,4.6,9.7,10.3,13.6,19.1,12.9,14.2,5.1,4.8,11.4,2.75,84.0,29.1,37.7,62.3,1814667,72.1,9.0,64.1,69.8,6.8,14.8,14.6,14.2,5.4,4.6,5.2,2.8,1.1,Tarrant
"Anderson County, Texas: Summary level: 050, state:48> county:001",59.4,40.6,74.1,21.4,0.7,0.6,0.1,15.9,61.1,16245,9.5,9.0,11.1,13.5,14.9,15.1,12.7,9.3,2.8,2.0,15.1,2.93,78.4,10.1,27.2,72.8,58269,80.4,12.9,43.1,46.3,6.3,16.2,15.5,15.8,6.0,5.2,7.5,3.7,1.7,Anderson
"Ellis County, Texas: Summary level: 050, state:48> county:139",49.4,50.6,82.3,8.8,1.5,0.6,0.0,23.5,65.5,50327,4.1,4.1,8.9,8.8,12.6,20.3,15.1,17.5,4.7,4.0,8.3,2.94,84.0,20.8,25.2,74.8,149712,71.3,10.2,64.0,69.1,6.2,12.2,14.0,14.7,6.1,5.0,6.3,3.0,1.0,Ellis
"Jackson County, Texas: Summary level: 050, state:48> county:239",48.6,51.4,82.1,8.2,0.3,0.0,0.0,29.2,62.6,5191,5.0,9.4,10.9,9.7,17.2,18.2,12.0,10.2,5.0,2.2,10.8,2.68,78.5,16.8,24.5,75.5,14075,74.4,16.3,55.3,58.1,5.2,11.3,11.3,14.6,6.8,6.0,8.2,6.5,1.6,Jackson
"Kerr County, Texas: Summary level: 050, state:48> county:265",48.5,51.5,92.2,1.8,0.4,1.0,0.1,24.1,72.1,20376,7.0,6.3,14.0,12.8,15.3,17.9,10.9,9.1,3.2,3.5,11.0,2.33,88.0,29.3,28.8,71.2,49469,80.0,25.1,50.8,54.5,5.4,9.0,9.8,13.4,7.2,7.1,12.8,8.6,3.8,Kerr
"Milam County, Texas: Summary level: 050, state:48> county:331",49.3,50.7,83.9,9.3,1.0,0.2,0.0,23.5,65.3,9398,8.8,8.4,15.2,12.8,13.4,16.5,11.1,9.6,2.0,2.2,13.5,2.58,81.5,13.7,31.2,68.8,24691,73.7,17.6,51.6,56.8,4.9,10.6,11.0,14.3,6.2,6.9,9.5,5.1,3.0,Milam
"Comanche County, Texas: Summary level: 050, state:48> county:093",49.0,51.0,93.4,0.6,0.1,0.6,0.0,25.8,72.5,5296,12.5,7.7,11.7,16.5,14.7,18.7,8.2,7.4,1.8,0.9,17.7,2.58,78.0,18.7,22.7,77.3,13875,76.1,21.1,45.8,49.1,5.4,8.8,11.3,13.7,6.2,7.3,11.8,7.5,1.8,Comanche
"Falls County, Texas: Summary level: 050, state:48> county:145",46.4,53.6,69.6,24.7,0.3,1.0,0.0,20.8,52.5,5738,10.8,10.0,14.0,17.3,12.9,16.5,10.0,6.2,1.8,0.7,15.4,2.76,76.0,11.8,30.3,69.7,17756,78.0,15.8,46.2,50.1,6.2,12.4,13.1,14.3,5.9,6.5,8.3,5.2,2.3,Falls
"Brooks County, Texas: Summary level: 050, state:48> county:047",49.9,50.1,84.2,0.1,0.0,1.4,0.0,91.7,6.8,2465,18.7,17.4,24.1,7.9,5.6,8.2,7.1,8.9,2.0,0.1,32.6,2.9,60.7,9.5,33.7,66.3,7236,73.5,17.5,41.1,49.0,7.5,15.8,7.6,13.5,5.1,3.7,9.7,5.7,2.0,Brooks
"Austin County, Texas: Summary level: 050, state:48> county:015",50.1,49.9,85.2,9.7,0.0,0.1,0.0,23.5,65.6,10600,8.0,4.3,11.3,11.0,14.2,17.6,12.8,14.6,2.7,3.5,7.0,2.65,83.5,18.6,23.8,76.2,28372,74.8,16.1,58.3,63.2,5.8,10.0,12.6,14.7,6.2,7.1,9.1,4.9,2.1,Austin
"Kenedy County, Texas: Summary level: 050, state:48> county:261",42.8,57.2,97.1,2.7,0.0,0.0,0.0,74.7,25.1,168,15.5,3.0,21.4,1.2,20.2,27.4,6.5,4.8,0.0,0.0,10.3,2.67,61.6,12.1,61.3,38.7,451,72.7,21.5,54.5,54.5,1.1,13.5,8.0,12.9,7.8,8.0,8.9,12.6,0.0,Kenedy
"Colorado County, Texas: Summary level: 050, state:48> county:089",49.4,50.6,80.6,13.6,0.5,0.4,0.1,26.1,59.8,8048,8.2,6.7,15.6,10.8,15.8,18.7,9.4,8.3,3.0,3.6,14.1,2.53,80.3,16.4,22.8,77.2,20784,76.6,19.5,55.6,58.5,5.9,9.7,10.9,14.5,8.0,6.0,10.4,5.9,3.2,Colorado
"San Patricio County, Texas: Summary level: 050, state:48> county:409",49.9,50.1,90.9,2.0,0.6,0.9,0.0,54.2,42.2,22235,6.4,7.2,10.6,11.7,13.2,19.6,13.8,11.5,3.0,2.9,14.5,2.9,77.6,15.4,32.5,67.5,65352,72.1,12.8,56.4,61.3,6.2,11.9,12.6,14.0,5.9,5.7,7.2,4.3,1.3,San
"Randall County, Texas: Summary level: 050, state:48> county:381",48.8,51.2,90.3,2.3,0.6,1.5,0.0,16.6,77.8,47312,5.1,5.7,9.6,9.5,13.9,19.5,14.8,13.9,4.3,4.0,6.6,2.52,91.3,29.9,30.7,69.3,121090,75.2,12.5,66.2,69.1,7.9,13.5,12.3,13.8,6.4,5.3,7.0,4.0,1.5,Randall
"San Saba County, Texas: Summary level: 050, state:48> county:411",54.2,45.8,89.3,2.2,0.1,0.2,0.0,28.2,67.3,2054,11.9,8.4,13.4,14.8,19.9,15.0,8.3,4.8,1.3,2.3,14.3,2.63,82.1,17.2,20.3,79.7,6037,78.4,20.4,47.0,50.0,6.7,11.1,12.1,11.7,6.4,6.9,10.6,6.2,3.5,San
