,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Lynn County, Texas: Summary level: 050, state:48> county:305",50.2,49.8,93.6,1.7,1.5,0.2,0.1,46.5,50.3,2173,8.3,6.7,10.2,17.2,12.4,18.2,16.1,8.8,0.6,1.5,13.0,2.64,76.0,17.5,26.6,73.4,5886,73.3,15.7,59.2,62.4,4.6,10.3,11.9,15.9,6.1,5.1,8.3,6.3,1.1,Lynn
"Zapata County, Texas: Summary level: 050, state:48> county:505",50.3,49.7,98.5,0.2,0.0,0.0,0.0,93.1,6.8,4357,15.3,12.5,14.4,14.4,9.4,11.2,7.4,11.7,2.1,1.7,31.6,3.21,53.7,8.5,19.6,80.4,14014,65.8,10.3,52.3,56.0,8.9,13.1,12.8,9.2,3.8,5.6,7.0,2.2,1.1,Zapata
"Hood County, Texas: Summary level: 050, state:48> county:221",49.4,50.6,91.4,0.6,0.8,0.5,0.0,10.4,86.6,20631,4.5,4.8,9.0,11.9,15.3,20.9,10.4,13.3,6.0,3.8,7.7,2.45,86.2,23.0,22.2,77.8,51161,78.9,21.3,53.5,57.6,4.8,9.6,10.8,14.6,8.1,7.3,12.5,6.9,2.0,Hood
"King County, Texas: Summary level: 050, state:48> county:269",53.7,46.3,91.2,0.0,0.0,0.0,0.0,8.8,91.2,103,3.9,3.9,10.7,7.8,19.4,14.6,25.2,6.8,7.8,0.0,5.9,2.17,92.9,23.5,40.8,59.2,227,88.5,18.1,70.0,72.4,0.4,4.8,8.4,28.2,17.6,9.3,9.3,5.3,3.5,King
"Cherokee County, Texas: Summary level: 050, state:48> county:073",51.0,49.0,81.1,15.5,0.3,0.3,0.0,20.6,62.8,17273,11.4,8.4,14.6,13.0,14.2,16.7,10.4,8.1,1.8,1.3,20.0,2.77,76.0,12.8,27.6,72.4,50690,74.2,14.8,50.2,53.8,6.4,11.5,12.5,13.1,6.5,6.2,8.2,4.6,2.0,Cherokee
"Delta County, Texas: Summary level: 050, state:48> county:119",49.2,50.8,87.7,8.2,1.6,0.3,0.0,5.8,82.8,1955,8.9,8.1,16.4,10.0,12.7,15.8,18.5,8.4,0.5,0.7,12.7,2.63,85.6,15.7,18.6,81.4,5240,76.9,20.1,49.9,55.0,6.9,9.0,11.3,14.4,6.5,7.2,11.6,5.9,2.7,Delta
"Jones County, Texas: Summary level: 050, state:48> county:253",62.0,38.0,77.6,14.3,0.5,0.6,0.0,25.1,58.7,5566,7.8,7.2,16.7,13.4,16.6,17.4,10.5,6.6,2.6,1.3,12.6,2.41,70.4,9.5,23.2,76.8,20137,81.6,13.6,32.8,35.4,7.3,16.5,14.8,15.9,6.2,5.2,7.3,4.6,1.7,Jones
"Jim Wells County, Texas: Summary level: 050, state:48> county:249",49.9,50.1,90.7,0.5,0.3,0.3,0.0,78.9,19.6,13515,10.2,9.2,12.9,10.6,14.4,18.3,7.8,10.8,4.0,1.8,17.5,2.99,70.9,11.9,27.1,72.9,41014,71.2,13.1,55.9,60.2,6.4,12.2,11.7,13.3,6.3,5.0,7.1,4.6,1.4,Jim
"Dallam County, Texas: Summary level: 050, state:48> county:111",52.1,47.9,81.6,1.1,1.5,0.7,0.0,40.5,55.8,2339,3.1,4.6,17.4,15.5,16.0,23.8,9.4,6.7,1.2,2.3,11.8,2.85,71.6,10.7,37.8,62.2,6734,69.1,8.0,73.1,75.3,6.1,12.7,11.6,13.9,7.0,4.6,4.9,1.8,1.4,Dallam
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",49.1,50.9,54.0,21.4,0.3,17.2,0.0,23.8,36.2,184182,3.3,2.5,5.6,6.9,9.9,16.6,13.9,20.3,10.3,10.6,6.5,3.16,88.3,40.8,20.7,79.3,587666,70.7,7.6,64.4,68.0,5.4,12.5,15.8,15.6,6.4,4.7,4.8,2.1,0.7,Fort
"Irion County, Texas: Summary level: 050, state:48> county:235",48.5,51.5,91.4,3.1,0.0,0.6,0.0,28.8,66.9,587,3.2,3.9,14.8,8.9,20.3,15.5,16.0,11.4,1.5,4.4,7.3,2.72,81.2,10.2,20.1,79.9,1596,73.4,13.3,67.4,70.4,2.4,13.3,10.8,17.2,7.8,6.7,7.2,4.6,1.4,Irion
"Willacy County, Texas: Summary level: 050, state:48> county:489",53.8,46.2,93.9,1.9,0.5,0.0,0.0,87.2,9.9,5382,24.1,10.5,13.7,12.2,11.6,14.1,5.3,6.2,1.4,0.9,33.3,3.69,60.8,8.4,25.0,75.0,21983,73.1,11.9,33.0,36.0,8.4,14.7,13.1,11.9,5.1,4.4,6.5,4.1,1.4,Willacy
"Dawson County, Texas: Summary level: 050, state:48> county:115",59.0,41.0,83.2,6.6,0.9,0.1,0.0,53.4,38.8,4382,9.9,8.5,16.2,10.8,11.8,21.0,10.7,8.1,0.9,2.1,15.4,2.62,68.7,8.2,26.4,73.6,13761,76.6,14.4,44.5,47.9,7.5,17.3,11.8,12.1,5.4,4.1,7.4,5.1,1.9,Dawson
"Burleson County, Texas: Summary level: 050, state:48> county:051",49.5,50.5,79.5,11.5,0.0,1.3,0.0,18.5,67.7,6293,9.5,6.9,13.1,9.2,15.5,19.9,13.2,9.7,1.7,1.4,11.1,2.69,75.8,11.4,20.2,79.8,17160,76.4,17.9,53.7,57.2,4.9,10.5,12.1,14.5,7.7,6.2,9.5,6.4,2.0,Burleson
"Nueces County, Texas: Summary level: 050, state:48> county:355",49.1,50.9,86.1,4.1,0.3,1.6,0.1,60.7,32.8,122305,8.8,6.1,11.7,12.2,14.1,18.5,10.9,11.4,3.5,2.8,14.4,2.73,79.0,20.0,40.6,59.4,340568,74.2,12.1,58.2,63.3,7.5,13.7,12.2,14.1,6.2,5.5,6.5,4.1,1.5,Nueces
"Rains County, Texas: Summary level: 050, state:48> county:379",51.2,48.8,89.8,2.7,0.6,0.4,0.0,7.9,86.8,4256,6.9,5.8,12.9,11.6,17.2,21.5,9.9,12.0,1.8,0.4,5.6,2.55,83.3,12.0,15.1,84.9,10976,78.3,20.8,52.2,57.7,3.6,9.0,11.4,14.8,5.2,10.1,12.9,6.5,1.4,Rains
"Real County, Texas: Summary level: 050, state:48> county:385",51.0,49.0,97.8,0.1,0.0,0.2,0.0,20.3,79.1,1218,9.4,5.9,23.4,16.7,13.7,15.3,7.6,7.3,0.4,0.4,13.7,2.66,76.9,20.9,21.0,79.0,3326,80.6,32.5,38.6,43.5,3.0,5.4,10.2,12.3,9.3,5.5,17.8,10.6,4.1,Real
"Sterling County, Texas: Summary level: 050, state:48> county:431",53.8,46.2,97.1,0.2,0.0,0.0,0.0,31.6,68.3,464,7.3,9.1,12.5,13.4,12.3,22.8,7.1,11.9,1.9,1.7,12.6,2.56,79.4,20.8,28.9,71.1,1223,77.4,14.7,58.3,58.3,5.9,10.5,7.7,17.3,9.6,7.8,6.6,5.6,2.5,Sterling
"Carson County, Texas: Summary level: 050, state:48> county:065",49.3,50.7,94.7,0.8,0.8,0.2,0.1,8.9,87.6,2337,3.4,4.5,11.0,10.6,12.2,20.7,20.2,12.1,3.1,2.2,4.9,2.62,86.4,22.4,10.3,89.7,6215,74.5,16.8,60.6,61.8,4.2,11.3,11.2,15.8,6.2,7.2,8.6,5.5,2.7,Carson
"Freestone County, Texas: Summary level: 050, state:48> county:161",52.8,47.2,76.7,16.6,1.0,0.2,0.0,13.8,68.6,7028,5.8,7.4,15.6,11.2,14.4,18.7,12.7,9.0,3.1,2.0,11.3,2.58,78.8,12.9,23.0,77.0,19631,76.5,16.8,49.3,52.3,4.4,13.2,12.2,14.9,7.1,5.8,9.6,5.5,1.7,Freestone
"Hardeman County, Texas: Summary level: 050, state:48> county:197",48.7,51.3,82.5,8.5,0.2,1.0,0.0,20.2,69.8,1740,9.1,14.7,14.7,10.7,13.9,19.9,9.4,6.0,1.4,0.1,23.6,2.34,83.1,17.0,29.6,70.4,4124,76.0,19.7,50.1,56.7,3.6,12.3,10.3,16.1,7.9,4.2,10.6,7.1,2.0,Hardeman
"Briscoe County, Texas: Summary level: 050, state:48> county:045",52.1,47.9,91.9,1.0,0.1,0.5,0.1,26.5,68.4,657,7.5,9.0,13.7,19.8,12.8,17.0,10.7,8.7,0.3,0.6,15.6,2.55,80.0,17.2,14.2,85.8,1674,77.8,22.4,53.3,55.1,7.3,9.7,9.0,15.6,5.9,5.4,12.5,8.1,1.8,Briscoe
"Liberty County, Texas: Summary level: 050, state:48> county:291",49.2,50.8,79.6,11.3,0.4,0.5,0.0,18.0,68.9,24461,7.3,6.3,13.6,11.2,13.0,18.6,11.9,13.7,2.7,1.8,13.6,2.86,75.1,9.2,21.3,78.7,75662,74.4,11.2,49.4,56.0,6.9,13.5,13.4,14.9,6.7,5.3,6.6,3.4,1.2,Liberty
"Loving County, Texas: Summary level: 050, state:48> county:301",76.5,23.5,50.6,0.0,10.6,0.0,0.0,37.6,50.6,35,0.0,14.3,25.7,5.7,5.7,28.6,8.6,11.4,0.0,0.0,0.0,2.43,90.2,3.7,40.0,60.0,85,100.0,5.9,76.5,83.5,3.5,34.1,11.8,22.4,20.0,2.4,5.9,0.0,0.0,Loving
"Robertson County, Texas: Summary level: 050, state:48> county:395",49.6,50.4,73.0,21.8,0.3,0.7,0.0,18.3,58.5,5989,10.7,9.0,15.4,9.0,14.7,15.1,12.0,7.4,2.2,4.6,17.2,2.73,76.8,17.1,27.7,72.3,16596,74.5,17.5,51.8,56.9,4.8,10.6,11.4,14.0,6.7,6.0,9.4,5.5,2.5,Robertson
"Rusk County, Texas: Summary level: 050, state:48> county:401",52.8,47.2,79.0,17.8,0.4,0.5,0.0,14.3,66.1,18060,7.3,7.1,12.5,11.0,15.7,19.5,11.9,9.6,2.6,2.9,11.0,2.67,80.1,13.1,23.5,76.5,53211,76.8,14.5,51.3,54.3,6.3,13.4,12.8,14.8,6.5,5.8,7.9,4.5,2.2,Rusk
"Trinity County, Texas: Summary level: 050, state:48> county:455",46.6,53.4,88.4,10.4,0.2,0.4,0.0,8.0,80.6,4707,10.0,6.5,15.1,15.5,18.6,14.4,8.6,8.3,1.7,1.2,11.9,3.04,80.5,9.6,16.2,83.8,14466,77.8,23.0,41.1,44.6,4.0,6.7,11.1,13.7,7.9,7.4,13.0,7.9,2.0,Trinity
"Bandera County, Texas: Summary level: 050, state:48> county:019",48.9,51.1,93.9,0.7,0.8,0.4,0.0,16.8,80.9,8495,8.2,5.6,9.8,11.6,16.7,21.1,10.7,10.7,3.3,2.3,9.5,2.37,87.7,22.8,21.6,78.4,20477,80.5,20.3,50.6,54.5,3.6,8.0,11.3,17.1,9.6,8.8,12.3,5.8,2.2,Bandera
"Childress County, Texas: Summary level: 050, state:48> county:075",60.0,40.0,81.9,12.1,0.0,0.4,0.0,22.8,64.6,2431,9.0,7.7,12.0,11.2,15.1,14.7,13.1,12.2,1.9,3.1,14.2,2.26,86.8,15.8,23.0,77.0,7047,80.4,13.8,50.5,52.5,7.2,19.5,15.3,12.1,6.2,2.9,7.9,4.5,1.3,Childress
"Comal County, Texas: Summary level: 050, state:48> county:091",49.1,50.9,91.4,1.7,0.7,0.7,0.0,25.2,71.0,41112,4.5,4.2,8.2,10.4,12.6,17.3,13.3,16.6,6.6,6.4,6.9,2.62,89.1,32.3,24.1,75.9,108985,76.4,15.6,58.9,62.8,4.8,10.1,12.8,16.0,8.0,6.9,9.1,4.6,1.8,Comal
"Houston County, Texas: Summary level: 050, state:48> county:225",54.3,45.7,66.6,26.5,0.1,0.4,0.0,10.1,62.2,7883,12.1,9.7,17.9,13.7,12.7,14.0,9.8,5.9,2.3,2.0,14.5,2.72,79.0,14.1,28.2,71.8,23512,79.6,19.5,45.3,48.9,5.3,10.1,13.5,15.5,7.1,6.1,10.3,6.4,2.7,Houston
"Navarro County, Texas: Summary level: 050, state:48> county:349",49.5,50.5,76.2,14.7,2.5,0.6,0.0,23.7,59.9,17441,9.6,6.7,13.3,11.9,15.9,19.7,9.9,8.8,1.7,2.5,15.4,2.67,78.0,16.5,30.9,69.1,47739,72.9,14.4,57.9,63.2,6.1,11.3,12.6,13.6,6.6,5.3,8.2,4.2,2.0,Navarro
"Scurry County, Texas: Summary level: 050, state:48> county:415",53.1,46.9,79.4,4.5,0.6,0.3,0.0,36.5,57.3,6148,8.6,5.1,14.4,9.9,16.2,15.9,12.9,11.5,2.7,2.9,12.7,2.44,75.9,14.8,29.7,70.3,16855,75.0,13.9,54.7,57.1,6.9,13.2,11.8,15.0,6.7,5.1,7.5,4.7,1.7,Scurry
"Stonewall County, Texas: Summary level: 050, state:48> county:433",55.4,44.6,88.3,3.2,0.8,0.0,0.0,11.7,84.5,615,8.8,7.5,10.2,5.2,15.1,22.1,13.7,10.2,2.1,5.0,12.3,2.27,80.2,27.9,21.6,78.4,1447,75.6,22.9,57.6,61.6,1.0,9.5,11.3,15.3,7.6,7.6,9.7,10.5,2.7,Stonewall
"Bastrop County, Texas: Summary level: 050, state:48> county:021",51.3,48.7,83.0,8.1,1.0,0.8,0.0,32.5,57.2,25471,6.1,4.8,12.0,9.8,14.7,20.2,12.4,14.2,3.3,2.6,10.4,2.82,80.9,16.5,21.4,78.6,74023,73.9,11.7,58.8,63.7,5.2,11.9,13.8,15.7,7.2,6.0,6.8,3.5,1.5,Bastrop
"Bee County, Texas: Summary level: 050, state:48> county:025",60.5,39.5,67.8,9.0,0.1,0.4,0.0,56.4,33.8,8681,11.7,10.1,11.2,10.7,17.5,18.9,8.4,6.5,2.0,3.0,19.8,2.76,70.6,8.5,35.3,64.7,32083,78.7,10.7,37.6,41.5,7.9,17.2,15.1,14.7,4.9,5.2,5.8,3.5,1.5,Bee
"Crane County, Texas: Summary level: 050, state:48> county:103",50.2,49.8,75.4,2.8,1.4,0.0,0.0,55.3,40.1,1551,6.4,6.4,12.2,9.1,15.9,21.0,14.1,11.0,2.3,1.6,16.9,2.74,71.7,13.9,18.6,81.4,4359,71.4,12.8,52.6,57.4,3.4,11.7,14.2,15.0,5.5,5.1,7.0,4.0,1.8,Crane
