,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Grayson County, Texas: Summary level: 050, state:48> county:181",48.9,51.1,86.8,5.8,1.1,1.2,0.1,12.4,76.9,47161,7.4,5.5,12.2,10.7,14.0,18.4,13.2,11.3,4.3,2.9,12.0,2.58,87.6,20.2,32.6,67.4,124231,76.2,16.9,56.7,61.3,6.3,11.8,11.6,13.5,7.0,6.4,9.9,5.1,2.0,Grayson
"Live Oak County, Texas: Summary level: 050, state:48> county:297",54.8,45.2,88.6,3.0,0.1,2.3,0.0,37.9,55.9,3670,4.8,7.2,15.9,8.7,12.3,20.2,11.5,11.7,4.9,2.8,14.2,2.83,79.2,11.1,20.8,79.2,11976,79.4,19.8,43.7,45.2,4.7,13.9,12.7,12.5,6.6,6.7,11.3,5.7,2.8,Live
"Palo Pinto County, Texas: Summary level: 050, state:48> county:363",49.3,50.7,91.5,2.3,1.2,0.5,0.1,19.6,75.7,10416,8.6,7.0,11.9,13.6,15.4,15.8,11.2,10.6,2.9,3.2,14.2,2.65,82.7,15.8,31.8,68.2,27922,76.2,18.2,54.1,57.9,5.7,10.7,11.5,13.7,6.9,6.9,10.6,6.1,1.5,Palo
"Karnes County, Texas: Summary level: 050, state:48> county:255",59.6,40.4,62.1,9.1,0.0,0.1,0.0,52.2,38.5,4288,9.8,9.9,8.9,12.0,13.4,14.4,10.4,11.4,4.2,5.6,20.6,2.83,76.5,12.3,25.4,74.6,14984,79.6,14.5,43.7,45.6,8.6,17.8,13.2,12.3,6.3,4.8,7.4,4.8,2.3,Karnes
"DeWitt County, Texas: Summary level: 050, state:48> county:123",52.5,47.5,69.4,10.0,0.1,0.1,0.0,34.0,56.2,7105,8.4,7.3,10.9,12.9,9.9,16.2,12.2,10.9,4.2,7.2,12.1,2.65,79.9,14.6,24.3,75.7,20660,77.6,19.2,47.4,50.9,5.1,11.2,12.1,14.3,7.1,6.5,9.8,6.3,3.2,DeWitt
"Callahan County, Texas: Summary level: 050, state:48> county:059",48.0,52.0,94.6,1.4,0.1,0.6,0.1,8.9,87.1,5239,14.6,6.3,13.4,10.9,11.8,19.1,10.2,8.5,2.7,2.5,12.2,2.58,88.0,14.7,18.7,81.3,13596,76.1,19.7,47.9,49.8,4.2,10.4,10.9,14.1,7.2,7.7,11.1,6.9,1.6,Callahan
"Cass County, Texas: Summary level: 050, state:48> county:067",48.4,51.6,79.5,17.4,0.2,0.4,0.0,4.2,76.6,11770,10.0,7.4,13.4,13.6,16.4,16.2,10.3,9.5,1.9,1.5,13.3,2.54,85.9,14.4,23.1,76.9,30346,77.4,21.3,49.2,54.0,4.9,10.4,11.4,13.2,7.2,6.7,12.1,6.6,2.6,Cass
"Gregg County, Texas: Summary level: 050, state:48> county:183",49.0,51.0,74.4,20.1,0.4,1.4,0.2,17.9,58.9,45446,7.3,6.2,13.1,11.7,14.4,18.7,10.5,12.0,3.5,2.8,15.1,2.62,83.7,20.7,40.7,59.3,123283,74.2,14.1,57.6,61.2,7.4,13.7,11.9,12.3,6.6,5.4,7.6,4.5,2.0,Gregg
"Madison County, Texas: Summary level: 050, state:48> county:313",63.3,36.7,72.9,18.5,0.1,0.9,0.2,22.2,56.0,4121,7.1,6.4,12.3,16.3,15.1,16.9,9.4,11.6,3.1,1.8,14.2,2.28,77.6,12.3,31.9,68.1,13843,85.0,14.5,37.1,38.6,13.0,20.1,15.3,10.6,5.6,5.1,8.0,4.8,1.7,Madison
"Lubbock County, Texas: Summary level: 050, state:48> county:303",49.4,50.6,79.9,7.2,0.8,2.0,0.1,33.9,55.2,109024,8.9,5.3,11.4,11.7,15.9,17.6,11.0,10.7,3.6,3.9,12.5,2.59,85.1,28.0,43.7,56.3,294682,75.9,11.8,61.6,65.1,12.8,14.6,11.1,10.9,5.6,4.6,6.5,3.8,1.5,Lubbock
"Kaufman County, Texas: Summary level: 050, state:48> county:257",49.2,50.8,82.8,10.1,0.5,1.0,0.0,19.2,67.6,35739,5.2,4.8,7.7,9.9,14.3,18.6,12.6,18.0,5.9,3.0,10.9,3.09,84.5,19.4,23.7,76.3,111830,72.2,11.8,60.8,65.4,5.6,12.9,14.0,13.8,6.5,5.2,7.4,3.3,1.1,Kaufman
"Kendall County, Texas: Summary level: 050, state:48> county:259",48.0,52.0,93.0,0.8,0.4,0.8,0.0,22.4,74.5,13390,3.2,2.5,7.0,8.7,10.6,17.1,14.6,18.3,7.6,10.4,4.1,2.87,93.0,39.3,27.3,72.7,39010,76.5,19.1,56.6,59.4,5.2,8.6,12.3,14.3,7.3,7.3,11.1,5.8,2.2,Kendall
"Floyd County, Texas: Summary level: 050, state:48> county:153",48.6,51.4,92.5,2.8,0.2,0.1,0.0,57.1,38.7,2444,9.4,8.0,12.4,12.1,15.0,14.6,13.0,9.2,4.7,1.7,17.6,2.47,73.2,16.4,29.7,70.3,6088,72.7,18.4,54.0,58.4,6.2,11.7,11.7,10.5,6.8,5.3,9.7,6.2,2.4,Floyd
"Bailey County, Texas: Summary level: 050, state:48> county:017",53.1,46.9,84.4,2.3,0.1,0.5,0.1,61.7,35.5,2317,5.9,4.8,18.3,15.1,23.5,15.8,8.5,5.4,1.7,1.3,15.6,3.01,67.6,10.7,25.2,74.8,7131,69.9,14.3,61.6,62.9,3.8,11.6,14.8,7.2,5.7,6.9,6.5,5.1,2.7,Bailey
"Burleson County, Texas: Summary level: 050, state:48> county:051",49.9,50.1,78.3,12.3,0.2,0.4,0.0,19.9,65.9,6385,8.3,5.4,9.9,9.5,13.0,20.2,13.7,12.7,3.6,3.8,9.8,2.7,80.4,14.8,20.1,79.9,17417,76.9,19.4,54.2,57.7,5.4,10.9,10.9,13.6,7.4,7.1,11.3,5.9,2.2,Burleson
"Nueces County, Texas: Summary level: 050, state:48> county:355",49.2,50.8,87.4,3.9,0.5,1.9,0.1,62.6,30.8,128133,7.6,5.4,11.4,10.6,13.3,18.7,12.2,13.2,4.2,3.5,12.8,2.72,81.3,20.5,42.6,57.4,355667,74.7,13.0,59.7,63.6,7.6,14.5,12.2,12.6,6.5,5.5,7.5,4.0,1.5,Nueces
"Rains County, Texas: Summary level: 050, state:48> county:379",51.0,49.0,90.1,2.4,0.9,0.3,0.0,8.4,86.0,4252,7.7,5.1,14.0,9.1,13.6,23.4,14.9,7.7,3.3,1.2,6.3,2.59,81.9,9.5,21.7,78.3,11087,79.5,23.7,49.4,52.9,4.3,9.8,11.3,13.1,8.7,6.9,14.2,8.0,1.5,Rains
"Real County, Texas: Summary level: 050, state:48> county:385",48.1,51.9,98.8,0.1,0.0,0.0,0.0,19.7,80.1,1192,12.8,4.8,13.4,13.2,17.5,16.5,12.0,6.4,2.7,0.8,9.9,2.71,80.3,23.2,23.5,76.5,3348,80.8,34.1,39.7,42.6,4.5,5.3,8.6,8.6,10.2,7.3,15.2,15.3,3.6,Real
"Sterling County, Texas: Summary level: 050, state:48> county:431",52.8,47.2,92.6,0.2,0.0,0.0,0.0,37.7,61.0,453,0.7,7.9,16.8,8.6,15.9,23.2,10.6,11.3,1.5,3.5,11.3,2.63,85.8,23.7,21.0,79.0,1233,72.5,12.9,63.3,64.1,5.1,10.1,10.9,16.3,10.6,3.6,7.5,2.8,2.6,Sterling
"Carson County, Texas: Summary level: 050, state:48> county:065",47.2,52.8,95.3,0.8,0.5,0.3,0.1,9.6,86.8,2324,3.9,2.2,9.8,12.0,8.1,22.5,17.5,15.4,6.3,2.2,4.4,2.57,92.2,26.4,14.0,86.0,6027,74.1,16.8,62.6,64.0,4.9,11.4,10.9,13.4,7.6,6.3,9.2,5.9,1.8,Carson
"Freestone County, Texas: Summary level: 050, state:48> county:161",52.3,47.7,80.5,15.9,0.6,0.3,0.0,14.4,67.8,7339,5.4,8.0,16.0,11.5,12.8,18.1,10.3,11.8,3.8,2.2,12.5,2.45,81.1,11.5,24.1,75.9,19585,77.2,18.5,48.5,51.3,5.2,11.1,13.5,13.4,7.2,6.3,10.7,5.9,1.9,Freestone
"Chambers County, Texas: Summary level: 050, state:48> county:071",49.8,50.2,86.7,8.0,0.1,1.4,0.0,21.1,68.1,12967,6.4,4.3,8.5,8.9,11.2,12.5,12.5,19.1,10.5,6.2,7.7,2.91,83.8,21.1,19.5,80.5,38072,72.2,10.5,55.4,59.2,6.0,12.8,13.5,14.9,6.6,5.4,6.8,2.5,1.1,Chambers
"Bell County, Texas: Summary level: 050, state:48> county:027",49.9,50.1,64.4,22.4,0.7,2.8,0.7,23.5,48.1,113027,7.1,4.3,10.1,10.6,15.9,21.1,13.2,11.5,3.3,3.0,11.7,2.84,90.3,23.2,44.9,55.1,330859,72.1,9.9,52.8,57.8,9.3,17.3,12.6,11.2,5.1,4.1,5.8,2.8,1.2,Bell
"Cameron County, Texas: Summary level: 050, state:48> county:061",48.4,51.6,93.0,0.6,0.2,0.6,0.0,89.0,9.7,121290,14.4,8.6,15.4,12.0,13.7,15.6,8.6,7.8,2.2,1.8,29.2,3.42,65.6,16.8,33.2,66.8,418785,68.3,12.4,49.8,54.9,7.4,12.1,12.5,11.1,5.3,4.3,6.9,4.1,1.4,Cameron
"Deaf Smith County, Texas: Summary level: 050, state:48> county:117",49.8,50.2,86.9,1.2,0.5,0.4,0.1,70.7,26.9,6081,5.8,5.7,10.4,10.7,19.2,19.0,14.4,11.4,1.7,1.5,14.3,3.07,71.8,14.2,33.9,66.1,19039,68.2,11.7,62.9,66.1,7.4,12.9,12.0,11.2,5.6,5.0,6.6,3.7,1.5,Deaf
"El Paso County, Texas: Summary level: 050, state:48> county:141",49.0,51.0,82.9,3.5,0.7,1.1,0.2,81.8,12.9,261415,9.4,7.0,13.1,12.4,15.9,17.7,10.2,9.2,3.0,2.0,19.2,3.13,76.5,21.7,38.6,61.4,833592,71.6,11.2,53.6,58.1,8.6,14.3,12.6,11.8,5.5,4.5,6.2,3.7,1.4,El
"La Salle County, Texas: Summary level: 050, state:48> county:283",57.9,42.1,79.2,1.3,0.0,0.1,0.0,83.7,13.5,2101,14.3,4.2,15.5,7.9,22.2,17.6,3.8,4.1,5.4,5.0,9.3,3.04,63.7,14.6,30.8,69.2,7319,75.1,14.4,41.8,45.7,7.6,19.0,9.9,12.2,4.0,5.8,8.3,5.1,1.0,La
"Terrell County, Texas: Summary level: 050, state:48> county:443",48.3,51.7,69.8,1.3,0.4,0.0,0.0,69.7,28.7,396,19.7,13.9,16.7,12.1,9.8,7.1,4.8,14.1,0.0,1.8,21.1,1.96,76.4,17.0,32.1,67.9,778,85.9,32.0,49.9,52.6,2.6,11.3,19.0,10.0,3.7,7.2,12.6,12.6,6.8,Terrell
"Tyler County, Texas: Summary level: 050, state:48> county:457",54.4,45.6,84.0,10.9,0.3,0.4,0.0,7.2,79.7,7608,9.4,6.6,12.9,10.1,14.1,19.0,12.3,11.4,3.3,0.9,11.4,2.45,84.4,11.3,14.2,85.8,21371,80.6,20.8,39.0,43.5,7.7,12.0,11.4,12.3,7.3,6.5,12.3,5.9,2.6,Tyler
"Wheeler County, Texas: Summary level: 050, state:48> county:483",50.8,49.2,88.7,2.8,0.1,0.4,0.2,26.5,68.4,2330,4.4,4.9,12.1,9.6,17.0,19.4,13.6,10.9,5.2,2.7,11.5,2.39,80.3,14.1,33.4,66.6,5642,74.0,17.8,60.1,63.6,4.8,12.4,11.0,12.9,8.2,5.0,10.2,5.3,2.3,Wheeler
"Archer County, Texas: Summary level: 050, state:48> county:009",49.6,50.4,94.4,1.2,1.3,0.5,0.0,8.3,88.6,3331,4.4,6.5,7.5,11.6,11.4,16.5,18.0,16.7,4.1,3.3,4.6,2.6,90.1,21.8,18.1,81.9,8750,77.7,17.8,60.6,62.7,5.1,9.6,11.5,15.4,8.4,6.9,9.9,4.9,3.0,Archer
"Brewster County, Texas: Summary level: 050, state:48> county:043",47.5,52.5,93.8,0.3,1.4,1.6,0.0,44.0,52.1,4014,6.7,6.9,18.8,12.8,16.9,10.4,12.7,8.4,2.0,4.3,6.8,2.26,86.4,36.0,42.9,57.1,9188,79.5,19.0,58.0,62.4,6.5,12.5,11.9,12.5,8.7,6.6,11.5,5.5,1.9,Brewster
"Hidalgo County, Texas: Summary level: 050, state:48> county:215",48.8,51.2,89.9,0.6,0.3,1.0,0.0,91.5,6.9,227477,12.8,9.0,15.0,11.9,13.9,16.0,9.1,8.0,2.3,2.0,28.6,3.6,63.3,17.4,32.2,67.8,828334,66.3,10.4,52.4,57.6,7.8,13.2,13.0,10.5,4.3,3.7,5.8,3.3,1.2,Hidalgo
"Smith County, Texas: Summary level: 050, state:48> county:423",48.3,51.7,76.6,17.8,0.3,1.5,0.1,18.6,60.8,78040,6.5,5.7,12.3,11.6,14.8,17.5,12.2,11.9,3.6,3.9,11.8,2.75,84.7,24.7,34.8,65.2,219745,75.0,15.4,56.8,60.9,7.4,13.3,11.8,12.2,6.4,5.6,8.6,4.9,1.9,Smith
"Crockett County, Texas: Summary level: 050, state:48> county:105",49.4,50.6,46.5,0.4,0.0,0.0,0.0,63.1,35.4,1431,10.8,7.1,12.1,7.5,11.5,23.1,7.0,16.8,3.4,0.9,15.6,2.62,73.7,11.0,24.3,75.7,3836,75.1,13.9,57.2,58.8,4.3,10.9,11.5,12.7,6.5,9.8,8.3,4.8,0.8,Crockett
"Haskell County, Texas: Summary level: 050, state:48> county:207",55.7,44.3,90.4,3.1,0.5,1.1,0.0,26.5,67.1,2193,10.9,6.2,15.4,12.1,14.9,22.1,6.7,8.4,2.1,1.2,14.4,2.22,68.5,13.5,24.5,75.5,5812,85.0,22.0,44.5,49.3,8.0,14.2,12.4,12.3,5.3,8.1,10.2,8.1,3.7,Haskell
"Howard County, Texas: Summary level: 050, state:48> county:227",56.7,43.3,82.7,5.7,1.1,0.9,0.4,40.5,50.8,11229,9.1,4.7,8.0,13.8,13.0,20.4,13.8,11.1,3.2,2.9,12.1,2.76,79.4,12.6,33.6,66.4,36423,77.8,12.5,49.5,53.0,8.0,14.5,14.8,14.0,6.5,5.0,6.7,4.4,1.4,Howard
"Mills County, Texas: Summary level: 050, state:48> county:333",47.9,52.1,98.7,0.3,0.0,0.1,0.0,17.1,82.3,1875,9.3,6.1,14.7,13.4,12.7,18.7,10.2,7.9,3.9,3.0,10.7,2.51,83.1,22.8,16.0,84.0,4871,75.5,27.0,50.9,53.0,3.0,5.9,10.1,11.0,6.1,7.7,13.2,10.1,3.7,Mills
"Montague County, Texas: Summary level: 050, state:48> county:337",48.9,51.1,95.6,0.1,0.2,0.1,0.0,10.4,86.6,8083,7.6,6.0,15.0,11.9,14.5,17.6,11.5,10.2,3.5,2.2,11.8,2.36,82.1,14.8,28.4,71.6,19384,77.0,21.6,52.7,56.0,5.0,10.7,10.4,13.7,7.2,6.5,12.2,7.0,2.4,Montague
"Panola County, Texas: Summary level: 050, state:48> county:365",49.2,50.8,80.6,16.8,0.1,0.5,0.1,8.5,73.6,8905,8.2,4.8,13.0,8.4,14.7,19.6,11.9,12.8,2.9,3.7,9.5,2.62,84.3,14.2,22.4,77.6,23771,76.0,17.0,54.8,57.5,6.4,11.9,12.5,11.6,7.4,6.6,9.6,5.6,1.8,Panola
"Sabine County, Texas: Summary level: 050, state:48> county:403",49.5,50.5,90.0,7.1,0.1,0.2,0.0,3.8,86.3,3682,13.9,4.2,19.7,16.9,14.2,13.2,8.4,5.2,1.7,2.6,17.1,2.79,85.4,12.9,12.8,87.2,10367,79.2,29.0,35.2,38.4,4.9,7.6,8.0,12.4,9.0,6.5,17.0,8.3,3.7,Sabine
"Sherman County, Texas: Summary level: 050, state:48> county:421",52.4,47.6,92.1,0.5,0.8,0.0,0.0,42.0,56.7,1017,4.5,4.3,8.8,11.9,14.3,23.5,13.3,13.3,4.0,2.2,10.2,2.98,74.3,21.6,22.6,77.4,3069,75.6,12.8,66.7,67.4,4.1,13.7,13.1,15.9,5.5,6.8,6.8,4.0,1.9,Sherman
"Swisher County, Texas: Summary level: 050, state:48> county:437",51.9,48.1,83.2,5.9,2.2,0.2,0.1,42.4,48.4,2630,10.5,6.5,19.4,13.3,13.2,16.9,11.0,7.2,0.3,1.6,19.0,2.66,80.5,14.8,29.2,70.8,7639,74.4,17.9,46.6,49.1,6.3,15.6,11.1,10.2,5.0,6.2,9.2,5.9,2.8,Swisher
"Hunt County, Texas: Summary level: 050, state:48> county:231",49.3,50.7,78.6,8.3,0.9,1.2,0.0,14.8,73.4,31154,8.3,7.6,12.9,11.7,13.1,16.8,11.9,11.9,3.6,2.2,14.9,2.77,82.7,17.3,30.8,69.2,89068,76.0,15.3,52.6,58.2,6.9,12.0,11.8,13.9,6.9,6.1,9.1,4.5,1.7,Hunt
"Camp County, Texas: Summary level: 050, state:48> county:063",49.0,51.0,70.6,16.6,0.2,0.5,0.0,23.7,56.4,4544,7.3,6.0,15.8,15.1,15.5,18.7,10.2,7.1,3.3,1.0,13.1,2.76,81.2,15.0,29.6,70.4,12631,73.8,17.4,53.8,57.6,6.9,11.1,9.7,13.2,7.3,6.0,9.6,5.9,1.8,Camp
"Hansford County, Texas: Summary level: 050, state:48> county:195",49.7,50.3,91.9,0.2,0.6,0.3,0.0,45.6,53.4,1979,6.9,4.0,12.7,14.6,17.3,17.2,9.8,11.3,3.5,2.6,14.9,2.77,74.0,20.8,27.4,72.6,5552,70.7,15.5,63.0,64.6,6.4,11.0,13.3,11.9,6.5,4.0,8.7,5.0,1.8,Hansford
"Guadalupe County, Texas: Summary level: 050, state:48> county:187",49.4,50.6,75.3,7.1,0.4,1.7,0.1,36.9,52.1,49930,5.0,3.4,8.1,6.9,13.7,20.4,14.5,18.1,5.7,4.2,7.8,2.91,88.2,26.5,24.6,75.4,147313,73.8,13.0,60.2,63.5,6.2,12.4,13.8,14.2,6.3,5.0,7.8,3.9,1.3,Guadalupe
"Clay County, Texas: Summary level: 050, state:48> county:077",49.9,50.1,94.5,0.9,1.3,0.4,0.0,5.5,90.7,4106,7.0,8.5,10.4,12.0,15.2,16.2,10.2,14.5,2.7,3.2,13.7,2.51,89.3,16.3,15.8,84.2,10367,78.5,20.7,53.7,57.6,4.8,9.9,10.7,14.0,8.7,7.4,11.9,6.8,1.9,Clay
"Hartley County, Texas: Summary level: 050, state:48> county:205",60.3,39.7,84.5,8.3,0.0,0.5,0.0,25.4,62.8,1812,2.9,3.6,10.3,7.1,14.1,22.8,19.3,14.0,3.4,2.5,4.6,2.45,82.1,20.1,38.3,61.7,5966,78.5,14.7,44.5,45.2,4.1,17.0,17.8,13.9,6.4,4.1,7.9,4.7,2.1,Hartley
"Hill County, Texas: Summary level: 050, state:48> county:217",49.3,50.7,89.0,7.0,0.9,0.4,0.0,19.6,71.9,12806,7.4,6.1,13.6,13.3,15.3,18.0,11.1,10.0,3.2,2.1,13.9,2.65,80.3,16.0,27.0,73.0,34901,76.3,20.0,52.0,57.1,5.7,10.7,10.9,12.9,7.0,6.6,11.6,6.3,2.1,Hill
"Limestone County, Texas: Summary level: 050, state:48> county:293",51.2,48.8,77.8,17.8,0.8,0.6,0.0,20.8,59.7,8046,9.3,8.0,15.1,13.6,15.6,16.1,8.2,9.1,3.5,1.6,15.9,2.79,78.9,14.9,26.5,73.5,23469,76.8,17.4,47.7,52.7,6.9,11.8,11.7,12.7,6.8,6.7,10.0,5.5,1.9,Limestone
"Nacogdoches County, Texas: Summary level: 050, state:48> county:347",47.7,52.3,75.9,18.1,0.4,1.9,0.0,18.7,60.2,23942,12.4,8.3,14.3,11.0,13.8,16.2,10.5,8.9,1.8,2.8,18.0,2.51,81.2,25.2,43.5,56.5,65556,76.5,12.8,54.3,59.6,13.3,12.0,10.2,10.8,6.4,4.6,7.3,3.6,1.9,Nacogdoches
"Parmer County, Texas: Summary level: 050, state:48> county:369",51.4,48.6,84.8,1.5,0.9,0.2,0.2,61.8,35.7,3219,4.9,3.7,13.0,14.6,15.0,22.6,9.0,12.7,2.1,2.4,15.3,3.06,68.6,16.0,30.7,69.3,9921,70.5,12.6,62.6,64.6,6.6,12.9,11.5,12.6,6.5,4.5,7.1,3.8,1.7,Parmer
"Parker County, Texas: Summary level: 050, state:48> county:367",49.8,50.2,93.3,1.5,0.9,0.6,0.0,11.2,84.8,43270,5.0,3.3,7.3,8.2,13.1,17.6,13.3,18.1,7.2,6.9,6.5,2.8,89.3,27.0,22.6,77.4,123601,75.4,14.7,59.7,63.2,5.9,11.3,12.4,15.0,7.3,6.4,9.2,4.1,1.4,Parker
"Presidio County, Texas: Summary level: 050, state:48> county:377",49.1,50.9,92.8,0.0,1.4,3.4,0.0,81.8,14.8,2565,14.0,14.5,15.0,8.5,16.3,14.6,7.2,8.6,1.0,0.3,18.3,2.78,56.8,25.0,35.0,65.0,7144,71.8,20.5,46.1,50.7,2.6,8.1,14.2,11.5,5.3,5.5,11.6,6.4,2.5,Presidio
"Val Verde County, Texas: Summary level: 050, state:48> county:465",50.8,49.2,92.5,1.4,0.2,0.4,0.1,80.9,16.5,14977,10.2,7.7,11.8,10.1,16.0,14.9,12.6,11.7,2.3,2.7,17.1,3.15,66.9,17.5,36.3,63.7,48862,70.8,13.6,50.6,55.2,8.2,13.8,11.8,11.2,4.6,4.6,7.5,4.4,1.7,Val
"Culberson County, Texas: Summary level: 050, state:48> county:109",51.7,48.3,78.2,0.4,0.0,0.0,0.1,78.1,16.9,762,11.9,9.2,18.4,11.9,14.8,15.0,10.2,5.4,0.7,2.5,21.1,2.92,64.9,7.7,33.7,66.3,2259,76.8,17.6,56.6,59.4,5.9,13.9,9.0,13.2,7.9,5.5,10.4,5.1,2.1,Culberson
"Ector County, Texas: Summary level: 050, state:48> county:135",50.5,49.5,85.0,4.3,0.5,1.0,0.0,57.7,35.7,50950,4.6,4.4,11.1,9.5,13.8,17.6,13.5,15.9,4.8,4.7,10.0,2.97,75.1,15.2,33.7,66.3,153177,70.2,9.7,63.9,68.3,8.3,16.0,12.3,11.2,5.5,4.4,5.5,3.0,1.2,Ector
"Garza County, Texas: Summary level: 050, state:48> county:169",63.7,36.3,85.2,3.6,0.8,0.3,0.2,55.2,40.4,1625,4.3,4.4,14.3,9.3,16.3,22.8,11.3,10.4,2.7,4.2,12.2,2.85,57.0,8.8,32.6,67.4,6614,81.6,10.6,40.3,41.5,6.7,16.1,20.8,13.6,6.9,4.3,5.1,4.8,0.7,Garza
"Glasscock County, Texas: Summary level: 050, state:48> county:173",53.5,46.5,88.7,0.0,0.0,0.0,0.0,37.3,62.7,438,1.1,4.8,11.6,12.3,11.0,13.5,7.1,21.5,5.3,11.9,4.8,2.86,75.2,25.2,32.9,67.1,1253,71.8,13.2,55.9,57.5,3.0,7.9,18.0,8.7,12.1,5.6,5.3,6.5,1.4,Glasscock
"Grimes County, Texas: Summary level: 050, state:48> county:185",55.0,45.0,75.3,16.1,1.3,0.1,0.0,23.0,59.2,9000,10.5,5.7,12.3,9.4,13.5,19.6,12.4,9.8,4.1,2.6,14.4,2.64,77.8,13.2,22.8,77.2,27140,77.7,16.2,47.3,50.3,5.5,11.6,12.9,14.3,6.1,7.8,9.9,4.4,1.9,Grimes
"Collin County, Texas: Summary level: 050, state:48> county:085",49.1,50.9,72.0,9.2,0.4,13.0,0.1,15.0,60.1,314918,3.6,2.2,5.0,6.0,10.5,16.5,13.2,20.5,10.9,11.6,5.2,2.8,93.6,50.2,33.9,66.1,886633,72.8,9.7,68.1,71.3,5.6,12.9,16.4,15.3,5.9,4.6,6.2,2.7,0.8,Collin
"Angelina County, Texas: Summary level: 050, state:48> county:005",48.8,51.2,77.6,14.7,0.7,1.0,0.0,21.1,61.7,30495,8.5,6.3,14.7,10.8,15.6,19.3,11.5,8.6,2.5,2.2,15.6,2.77,79.9,15.7,35.0,65.0,87657,73.9,15.1,52.7,57.4,6.7,12.5,12.3,12.9,6.1,5.8,8.4,4.4,2.2,Angelina
"Cottle County, Texas: Summary level: 050, state:48> county:101",48.9,51.1,76.7,15.1,2.1,0.0,0.0,28.6,54.8,679,8.5,15.2,11.8,16.9,11.6,22.5,6.3,3.5,2.4,1.2,19.0,2.3,72.2,16.2,33.1,66.9,1560,76.4,28.7,52.5,59.5,5.4,9.2,4.7,14.6,8.9,3.7,16.9,10.4,1.4,Cottle
"Hays County, Texas: Summary level: 050, state:48> county:209",49.7,50.3,87.4,3.7,0.3,1.4,0.1,37.1,56.2,64324,7.6,4.1,9.8,8.9,11.8,17.8,13.7,15.1,6.0,5.4,9.2,2.78,88.9,36.3,37.0,63.0,185686,76.4,10.0,63.2,67.4,12.9,13.9,12.8,11.7,5.5,4.9,6.5,2.7,0.8,Hays
"Brazoria County, Texas: Summary level: 050, state:48> county:039",50.7,49.3,74.2,13.0,0.4,6.1,0.0,29.2,50.0,114290,4.8,4.0,6.7,7.5,11.2,17.6,15.0,17.8,8.5,7.0,7.9,2.87,86.7,28.7,28.6,71.4,338419,73.1,10.9,61.2,64.6,6.1,13.9,14.6,13.8,6.1,5.3,6.7,3.1,1.1,Brazoria
"Donley County, Texas: Summary level: 050, state:48> county:129",50.9,49.1,92.1,4.1,0.9,0.5,0.1,10.4,82.1,1287,8.1,6.8,14.1,14.1,15.7,16.2,11.0,10.5,1.2,2.4,10.6,2.49,87.3,16.5,24.8,75.2,3506,80.2,22.7,50.4,53.0,7.5,8.9,9.1,11.2,6.4,7.2,11.6,8.7,2.4,Donley
"Atascosa County, Texas: Summary level: 050, state:48> county:013",49.8,50.2,92.7,0.7,0.3,0.3,0.0,63.1,34.8,15343,6.5,4.4,11.1,9.5,14.6,19.4,13.3,14.2,4.6,2.4,11.6,3.08,75.3,14.3,26.2,73.8,47710,71.9,13.8,55.8,60.1,6.3,12.5,12.3,12.8,5.3,6.3,8.2,4.2,1.4,Atascosa
"Nolan County, Texas: Summary level: 050, state:48> county:353",50.6,49.4,87.9,5.5,0.6,0.4,0.0,35.8,57.7,5625,9.3,6.9,15.2,14.4,14.6,16.0,10.6,9.4,1.5,1.9,13.0,2.6,80.1,12.7,31.9,68.1,15017,74.7,17.0,55.4,59.1,5.5,11.5,11.3,12.4,6.9,6.1,9.5,4.7,2.8,Nolan
"Hudspeth County, Texas: Summary level: 050, state:48> county:229",50.1,49.9,78.7,1.3,0.0,1.3,0.0,78.4,18.8,940,14.0,11.3,21.1,13.3,12.1,14.0,5.7,4.9,2.4,1.1,32.6,3.17,52.2,7.5,18.8,81.2,3481,74.9,16.0,41.2,43.6,5.8,11.9,13.1,11.2,7.2,6.2,10.3,4.5,1.3,Hudspeth
"Ward County, Texas: Summary level: 050, state:48> county:475",49.7,50.3,83.4,5.3,2.0,0.2,0.0,51.4,42.2,3926,7.2,8.9,10.2,9.2,7.4,19.1,18.5,10.4,4.2,4.8,11.6,2.87,77.0,14.1,28.7,71.3,11396,72.3,14.4,55.2,58.2,6.7,13.7,11.7,12.2,6.4,4.6,7.8,5.1,1.4,Ward
"Harrison County, Texas: Summary level: 050, state:48> county:203",49.0,51.0,73.1,21.4,0.4,0.5,0.1,12.3,64.2,23473,8.1,6.0,12.4,12.6,14.4,17.1,13.1,10.8,3.0,2.5,13.4,2.77,82.8,17.7,26.9,73.1,66431,74.6,15.2,54.2,59.1,6.6,11.7,11.9,13.3,6.9,6.3,8.9,4.2,2.1,Harrison
